class,video,PSD_Delta,PSD_Theta,PSD_Alpha,PSD_Beta,PSD_Gamma
13,5,1.0467121694143538e-08,6.556189429277548e-09,5.357618307417906e-09,5.132819257509337e-09,1.987257055938357e-09
14,1,1.3394849133980398e-07,1.4562972676537018e-08,9.595948147927995e-09,1.3221590495827666e-08,4.770462469896556e-09
14,2,6.589215735875666e-07,4.48822716912187e-08,5.571595052487733e-09,2.4076298450689223e-09,1.2761964214647935e-09
14,3,8.779944503800376e-07,6.26593193230946e-08,1.2198291354048398e-08,5.212923499297528e-09,2.7209679933998326e-09
14,4,8.0315270073292e-07,6.422431478568006e-08,2.024720714081809e-08,5.506170834636975e-09,2.424158027865147e-09
14,5,1.4944923705492433e-08,1.2203994980324822e-08,5.453185216681679e-09,6.622582488806614e-09,1.7673755213704371e-09
15,1,5.167402903623249e-07,6.233883033637209e-08,3.764130222046274e-08,1.2041378681643822e-08,6.269009452103466e-09
15,2,7.927715095140651e-08,3.563664483789598e-08,1.8088284922981866e-08,4.751038368989514e-09,1.8947684357709297e-09
15,3,1.747564146733869e-07,5.991602479158858e-08,1.4041118796807011e-08,4.487784697910738e-09,1.7359905467304542e-09
15,4,4.090149173170886e-08,7.08637431205016e-09,9.039858459561161e-09,3.8059441271143905e-09,1.6150959670076005e-09
15,5,3.718317609550489e-07,1.8233185491209092e-07,3.755395518711798e-09,2.6812482009031554e-09,1.0474714725438668e-09
16,1,1.7963343796461203e-06,8.279669138797053e-08,1.3950500271433038e-08,1.7340373848523482e-09,1.134634194553656e-09
16,2,5.7537946945039594e-08,5.185988222458094e-08,1.353200224603353e-08,4.599011736187261e-09,8.627706219032262e-10
16,3,1.2501391040221225e-07,3.46319775598991e-08,5.770954492033002e-09,3.3924312582193244e-09,1.005523289492276e-09
16,4,6.276841385965529e-07,9.405443354119481e-08,2.0942784740710736e-08,4.3633432015680095e-09,9.949837792717528e-10
16,5,4.172414838112884e-07,8.104144616411285e-08,5.2807642827771165e-09,1.9587467387793937e-09,8.299846168872091e-10
17,1,8.082496215266905e-07,1.5565653302421342e-08,6.124881697027912e-09,4.292258383870576e-09,1.3798182820053564e-09
17,2,1.5495049091741103e-07,3.448572745851379e-08,1.8666570275534183e-08,6.0716689741053434e-09,1.1894680579730767e-09
17,3,5.117032577902954e-07,5.106477081990412e-08,9.889061439721997e-09,3.845039870926313e-09,1.0887746183391575e-09
17,4,1.9436569231396224e-07,6.32964724056961e-08,1.4264478142394788e-08,3.625281282219623e-09,9.850282432633448e-10
17,5,1.56594663995356e-07,1.28072655477722e-08,9.006573264755125e-09,3.8566295980107154e-09,6.007824146475248e-10
18,1,2.493746386778982e-07,1.087238236945778e-08,8.013522690754261e-09,4.173378899076374e-09,1.5424990200380385e-09
18,2,3.514053328693659e-07,2.069660002083504e-08,3.9309696774546e-09,3.906049529530443e-09,8.593725114974666e-10
18,3,3.230669752896635e-07,2.0616854624663768e-08,4.813210043730849e-09,4.5820822137707596e-09,9.27726656037288e-10
18,4,5.0062419149410835e-08,1.658624823915043e-08,4.6755146751290265e-09,2.748133129532488e-09,8.268184337681524e-10
18,5,3.020792785606629e-07,4.278095652040056e-08,4.4893427368510324e-08,1.3883117560431055e-08,1.4779241101822916e-08
19,1,2.1795110106265393e-07,4.0144746005609884e-08,1.1446489474885626e-08,1.4962399433003652e-09,1.0494554420411326e-09
19,2,4.9290501070286295e-08,5.214945436921933e-08,9.363746190588158e-09,1.8157189411971728e-09,8.557885375337738e-10
19,3,9.142187073553474e-07,1.0455765615730781e-07,4.813961817506423e-09,1.8276779724334211e-09,9.913218226010412e-10
19,4,6.358633078950052e-07,2.7253827143091478e-08,9.354030569466954e-09,2.997698584956443e-09,5.20281138171683e-10
19,5,4.067321072587733e-07,1.2801657070308169e-07,1.2412930404060288e-08,1.8564884611169352e-09,8.861405777520782e-10
20,1,5.9087507810450763e-08,1.0350611714463309e-08,6.7466654851984235e-09,4.491340868431682e-09,2.8919316709246897e-09
20,2,3.909563402192569e-08,5.768775252960109e-09,1.357737130294004e-08,7.529876656750541e-09,2.4434950842832344e-09
20,3,8.993839158422833e-08,9.171304292419526e-08,3.131947672126956e-08,6.118654422063496e-09,1.6920987706548527e-09
20,4,4.5872924076548864e-07,1.4817564561884132e-08,5.724976479025252e-09,4.5587735391336925e-09,2.042685714995924e-09
20,5,2.0261186515328835e-07,9.691667308903213e-09,1.0343918923594689e-08,4.348320279398695e-09,1.0288883221586193e-09
21,1,4.849406135607704e-07,5.955569486079641e-08,1.0483923012237232e-08,1.764770098274579e-09,6.065187049300543e-10
21,2,1.399416608070972e-07,2.6244022462965234e-08,4.594166265203391e-09,2.05998063722341e-09,1.026984951357133e-09
21,3,7.907292572014388e-07,1.0899234101936261e-07,1.2963225913857567e-08,4.457583986046802e-09,1.0808009169426213e-09
21,4,4.2956699907481394e-07,7.703966194588047e-08,2.5176092888345764e-08,8.58024624474633e-09,1.3588877987834419e-09
21,5,1.1355196279855565e-07,1.950341643519737e-08,1.6368319991375207e-08,4.185543118930369e-09,9.697194428569867e-10
22,1,2.1501925040741468e-07,4.3681179419116846e-08,5.893563752501115e-09,1.6972961060596356e-09,7.220934887910358e-10
22,2,1.8476702199166737e-07,7.217877633759453e-08,9.179889785559952e-09,2.387719197568667e-09,7.534201109796396e-10
22,3,9.710114085515237e-07,4.70777214424925e-08,3.74186746936834e-09,2.0024329815634157e-09,9.243439636193184e-10
22,4,7.617556414652684e-08,1.5002378189183084e-08,1.6061928266103224e-08,3.568465362027152e-09,9.531082987142738e-10
22,5,4.87818550005055e-08,1.6087465310098818e-08,1.609190649451328e-08,4.1768605799789264e-09,1.8758375957456046e-09
23,1,4.711394898783079e-07,1.927941659980467e-08,4.513524549044142e-09,4.656951911372046e-09,1.4807796364293233e-09
23,2,8.405793367148034e-07,7.029174446851222e-08,1.55754761658031e-08,4.113186963787792e-09,1.591813397253298e-09
23,3,5.539001862927465e-07,5.245218663289823e-08,6.989150457623198e-09,2.6788844631526436e-09,1.4238976542938682e-09
23,4,1.277815688684595e-07,7.792195740483799e-08,3.440023693760093e-09,3.405438023463046e-09,1.2167000948141466e-09
23,5,1.8941361557162896e-07,4.595497620654871e-08,1.0971473923586478e-08,4.25384395923879e-09,1.1609656065701128e-09
24,1,3.82669366014073e-07,4.083971456681099e-08,1.97071283628419e-08,4.76806557746598e-09,1.4183902716370025e-09
24,2,2.0889102776195638e-07,1.1226742726968999e-07,1.1722522623407461e-08,4.471156143650342e-09,1.5509211326023734e-09
24,3,1.851198358036678e-08,1.0662791169044404e-08,4.859046149696473e-09,3.6181302004787563e-09,1.4896649223379782e-09
24,4,4.3042744634399953e-07,2.4310134516385355e-08,1.3358154791682918e-08,5.077193760969157e-09,1.3205223324201555e-09
24,5,4.28772523811542e-07,2.753526839771712e-08,5.684653841101506e-09,3.5128315980053754e-09,1.0938494317849082e-09
25,1,6.890827913269236e-08,1.415956106900547e-08,5.986124398297806e-09,2.934960714581555e-09,9.561804972774083e-10
25,2,2.2672525491293042e-07,2.4912972632700323e-08,2.4340080927967166e-09,1.2749773725429126e-09,9.414426789636845e-10
25,3,2.4068078290969696e-07,1.698806505581902e-08,7.722697967528944e-09,2.8573349888912655e-09,1.0889191118781896e-09
25,4,6.210791810249458e-07,1.7161167636917843e-08,1.3901545485080224e-08,1.8751464086926444e-09,1.030105400170639e-09
25,5,3.1601582680500687e-07,2.6929496452910656e-08,1.2134060702990863e-08,3.370105596999357e-09,1.0003246816945443e-09
26,1,8.717591228393891e-07,6.5297645724817746e-09,5.6186188998343346e-09,2.085250546959291e-09,9.56860012988704e-10
26,2,1.0092869185111607e-08,1.1553077831899052e-08,2.9534026638741207e-09,2.2805780696817297e-09,4.5854973361573205e-10
26,3,4.751924560334606e-07,3.8036221764536416e-08,8.196351586066878e-09,1.956121549316429e-09,6.190888209091995e-10
26,4,1.7605076389334017e-07,8.62409419653777e-09,4.885345084066439e-09,1.6641787033265336e-09,9.122031336316409e-10
26,5,2.805038396871756e-08,3.948809332054612e-09,2.0901529290912915e-09,1.4791294633936784e-09,8.56366741211177e-10
27,1,8.269454059981717e-07,1.102034631162764e-08,6.755958859872645e-09,6.300910884697582e-09,3.3726312335126312e-09
27,2,8.533584924794131e-07,2.7100760933521756e-08,1.394066893606781e-08,4.129871173088898e-09,9.834678714689575e-10
27,3,1.5112643064894984e-07,3.628191267496013e-08,1.4138663154393783e-08,3.629741671237599e-09,7.688878455680453e-10
27,4,1.2050811465403753e-08,8.3496065798712e-09,9.287185775812895e-09,1.8345301203740033e-09,1.0040252990293898e-09
27,5,1.4996583654034753e-06,3.055237900775891e-08,2.3847211462569036e-08,4.176252979449414e-09,8.080232593283253e-10
28,1,6.134049937794829e-08,3.011473410133774e-08,1.0086799735182988e-08,2.4021125395258165e-09,6.254845847589502e-10
28,2,3.235724182379437e-08,1.2144558686820337e-08,1.2907332204183197e-08,4.759294523344519e-09,6.262343445236453e-10
28,3,3.772511481310313e-07,1.5079768957049806e-07,2.014638495335331e-08,3.755001645015225e-09,9.75828662172529e-10
28,4,2.0130964876984117e-08,2.7517751686765455e-08,1.0141378016484223e-08,7.88048279361193e-10,6.969355161525063e-10
28,5,1.7783370265589264e-07,6.730390805386854e-09,3.5069364399761587e-09,1.8970755620348117e-09,3.5069224805644056e-10
29,1,6.564712550051421e-08,6.049098248753911e-09,1.2467534457404667e-08,8.10644380268829e-09,5.980645305202651e-09
29,2,2.3976327761681445e-08,1.1202026080981855e-08,4.769146212786836e-09,2.499557519691399e-09,1.1425837642437515e-09
29,3,1.6931490166056186e-07,6.29400040039953e-08,1.798508827775456e-08,6.132966793487222e-09,2.6705314141490728e-09
29,4,7.775519630659735e-08,5.2134126547240964e-08,1.8931921624242184e-08,5.6711335925249784e-09,3.2038137477642572e-09
29,5,1.6781946112541914e-07,6.13105470427772e-08,7.371115334974146e-09,3.5935731965934897e-09,1.279024308666049e-09
30,1,3.6893969414146006e-08,2.69746765157564e-08,9.627711009882167e-09,2.8895576905200347e-09,1.1998530587402769e-09
30,2,2.535063016373835e-07,1.3614646324924376e-08,3.0965079741044974e-09,2.0499955729616413e-09,8.490067434434443e-10
30,3,1.6566940932240128e-07,1.9302169740412643e-08,3.2792876836100682e-09,5.976444901804401e-09,1.638345336041768e-09
30,4,7.240475824135176e-08,2.5120378296444264e-08,1.63618553795215e-08,3.953476422875087e-09,1.5174249624319481e-09
30,5,4.589898408583165e-08,1.9494933054584724e-08,6.760579725998509e-09,2.1242373128462486e-09,1.1900341416819722e-09
31,1,2.693624124193747e-07,2.813483874407905e-08,9.659187937818363e-09,3.1563072754884487e-09,1.0981544232408558e-09
31,2,3.048960063566176e-07,2.263033980656255e-08,3.006000345191199e-09,2.508591899035072e-09,1.993889637007111e-09
31,3,6.707342217316117e-07,1.536653487635003e-08,1.4631283970034112e-08,4.909497204319504e-09,1.5436649331299593e-09
31,4,2.3258498427927956e-07,5.772426466115572e-09,6.15583776064481e-09,5.52430017849917e-09,1.8228246193919646e-09
31,5,2.573918754114708e-06,3.765017090790367e-08,6.080760878390618e-08,3.631612938086655e-08,3.017386533656682e-08
32,1,4.4649602535135563e-07,1.0361337012724437e-08,9.541451706280146e-09,8.329440805894495e-09,3.221973675325087e-09
32,2,5.088945729848281e-07,2.7494431909246365e-08,1.1124465764025801e-08,5.694398739106473e-09,2.7032259615961705e-09
32,3,3.6992955449774573e-07,2.433369271745808e-08,6.8151563794069155e-09,3.3838970449279487e-09,2.567172269185285e-09
32,4,1.1406093907441204e-07,4.321679182044958e-08,1.7522537853565717e-08,6.5870637956153325e-09,2.3178389648090302e-09
32,5,2.131321872539622e-08,3.468441293058403e-08,6.336051090737419e-09,3.0010024560849464e-09,2.2263853387607334e-09
33,1,1.4783952764933314e-07,7.133027708878871e-09,6.071488776962147e-09,3.0946628547323688e-09,1.8437557109254682e-09
33,2,2.8011106427419704e-07,2.2689302705481595e-08,4.9615112278761104e-09,2.6436450826089418e-09,1.5616285202451326e-09
33,3,3.9542754470205777e-08,7.891584836344624e-09,6.2597066152397666e-09,2.5222139064493384e-09,1.553356696236964e-09
33,4,3.095123436843482e-08,2.567354367265098e-08,7.528785789204744e-09,1.9376989724852404e-09,1.3312827435760393e-09
33,5,2.373703919625868e-07,1.1889234695036278e-08,1.8307832665070382e-08,2.743506909090708e-09,1.4576305638335601e-09
34,1,6.175585262915215e-07,2.2141081426853428e-08,1.0652305077123805e-08,2.8110542282947665e-09,1.5904097356362512e-09
34,2,2.359285283852809e-07,2.8386784563157232e-08,1.0199390895827833e-08,5.469533784016098e-09,1.214547854678434e-09
34,3,1.0430222025194513e-07,5.771546289935422e-09,7.028790560938235e-09,3.990848595046218e-09,1.1439189379524835e-09
34,4,3.424155667909656e-08,1.253370771880271e-08,3.1114297964347087e-09,3.887342232611781e-09,1.888416935815706e-09
34,5,5.9369006528399245e-08,1.3787046243962325e-08,7.0729270113746456e-09,1.9662010701895556e-09,1.4797667605932246e-09
35,1,5.923332186210981e-08,1.3418087179262785e-08,4.77348896310369e-09,4.287649300056881e-09,1.6493486859489496e-09
35,2,2.6470375271808916e-07,3.224302624033395e-08,8.27234281117686e-09,2.3332764994587924e-09,2.5111029987921793e-09
35,3,8.358581373070533e-08,4.2673533384176884e-09,6.6673749401308666e-09,3.025069347843992e-09,2.0536758849311617e-09
35,4,5.389106168484084e-08,2.8669528356837464e-08,6.552295012998028e-09,4.125029813309071e-09,1.617791118457911e-09
35,5,1.2229572023858627e-07,9.74967848577219e-08,1.6492890046098854e-08,5.8888668688311715e-09,2.204370281135787e-09
36,1,1.004629493563449e-07,1.876145864457658e-08,7.3128208697126825e-09,2.8461711621781987e-09,1.2728198909955475e-09
36,2,1.300644227368192e-07,7.859700348076048e-09,5.088287033210719e-09,1.5041368997658795e-09,1.283437786136025e-09
36,3,1.2999432320779897e-07,5.195397248484552e-08,1.6980245756779104e-08,5.693807096847374e-09,1.4629141427202942e-09
36,4,7.379347087344448e-08,1.5441686377402914e-08,7.776097950663697e-09,2.921949230289623e-09,1.1355557060129608e-09
36,5,4.386658722179857e-07,2.9689261975801734e-08,1.5573262126950857e-08,7.250658054549133e-09,1.4867354614727616e-09
37,1,2.81809767171619e-07,7.488033874553226e-09,6.859983255007337e-09,3.2305103470231817e-09,6.87786871628005e-10
37,2,5.195085451623793e-07,1.0112436222683123e-07,5.568513316118818e-09,2.0325159885616757e-09,6.990364044285934e-10
37,3,1.1772257035543165e-08,7.033929629083924e-09,4.4201283835442935e-09,1.2361520791247324e-09,7.832286447346288e-10
37,4,1.682288241296109e-07,8.140511797154885e-08,1.225631727220273e-08,5.055062063475782e-09,7.743465592511138e-10
37,5,9.17770935273331e-08,1.6284707347673073e-08,5.037153468775096e-09,2.4017878132668148e-09,9.162077243308144e-10
38,1,1.0459541733698998e-06,4.677322996980358e-08,1.268074870670645e-08,8.485737139161944e-09,1.9466416612461424e-09
38,2,8.722229625372665e-08,3.000690568027425e-08,1.0953767870371112e-08,3.3399516195731227e-09,1.1965484003760819e-09
38,3,5.088129040729736e-07,1.6724661262308134e-08,3.3445430048486038e-09,2.541116773517515e-09,1.6384532554438277e-09
38,4,2.1927712361835476e-07,3.6946908337400126e-08,1.1929334872204547e-08,3.3981030815612734e-09,1.3119547045618583e-09
38,5,6.386209650406723e-08,1.438531734408171e-08,1.119305864625703e-08,3.6567821833943754e-09,1.3827537216091308e-09
39,1,9.139412402737299e-07,3.670924772666254e-08,5.477716030583499e-09,5.584663179760602e-09,1.3510609371892607e-09
39,2,6.573451630195845e-08,9.856764647298013e-09,6.3430486257270185e-09,3.721135009726696e-09,1.7997759696404415e-09
39,3,3.993382344436616e-07,1.430285054151942e-07,2.5568360358449752e-08,4.280500246576374e-09,2.0416111245321792e-09
39,4,2.249993172851734e-07,1.1235767946311747e-08,1.3943648690653545e-08,8.288661161596537e-09,2.117090681408321e-09
39,5,1.6175621374666268e-07,7.623808245006622e-09,4.632424173078158e-09,6.596634215063442e-09,1.2633577490975985e-09
40,1,5.962098089122271e-07,1.191051418028787e-08,4.418179643277113e-09,6.681766103713767e-09,1.6099105216886221e-09
40,2,1.8503287520620925e-07,1.337382211525988e-08,1.2853136295970687e-08,7.529102400710347e-09,7.025755768900741e-10
40,3,3.27683827749261e-08,7.880917401857927e-09,2.823765149250158e-09,1.965830767962518e-09,1.1745024715750039e-09
40,4,1.4671861155125063e-07,7.847484940671454e-08,1.8340854945097887e-08,5.080851126902973e-09,1.4887957217879348e-09
40,5,5.079371025549227e-07,2.82746074875249e-08,7.725464799874368e-09,5.168114978009211e-09,1.0510405421892731e-09
