class,video,PSD_Delta,PSD_Theta,PSD_Alpha,PSD_Beta,PSD_Gamma
13.0,5.0,3.1599614545300617e-06,1.0176993263551443e-07,2.985553051676287e-08,3.608666872390688e-09,6.302561016320261e-10
14.0,1.0,1.0724584890084499e-07,9.376539370565065e-09,1.0799971853436098e-08,5.5797004108802604e-09,1.0396621021785062e-09
14.0,2.0,2.6374232935724677e-07,1.2018057251655687e-07,3.1162548071744e-08,2.4580547496163037e-09,1.1842066368353936e-09
14.0,3.0,6.051782478980444e-07,1.0983113821502949e-07,1.510101506829994e-08,3.5891537588628764e-09,1.0445298171886748e-09
14.0,4.0,1.0490612307355994e-06,2.2905083463521045e-08,3.924915855452945e-09,2.6501655048875563e-09,9.740036793769754e-10
14.0,5.0,6.033646733968374e-07,3.285989932089865e-08,4.616706562527848e-09,3.3036913524711237e-09,8.010474954723101e-10
15.0,1.0,1.5504109862819843e-06,8.845095301707546e-08,2.0973508579419252e-08,7.584394639405639e-09,1.4961550323702603e-09
15.0,2.0,4.922553088301782e-07,4.332106782110006e-08,2.6795998812789595e-08,4.2717524412765944e-09,1.4976623175319798e-09
15.0,3.0,9.35198453167877e-08,1.3232182007188397e-08,2.213440257042003e-08,1.589289382180755e-08,3.536404985770268e-09
15.0,4.0,5.51540005569143e-07,3.9120244817535806e-08,2.0083096024744204e-08,7.713955449138278e-09,4.364943213308263e-09
15.0,5.0,4.1792690208108384e-07,3.725998236071176e-08,1.982130207550387e-08,5.115963264307657e-09,2.8444620551093728e-09
16.0,1.0,7.945063028349087e-07,1.6229362743884205e-08,1.6924254925370903e-08,6.2609329483951645e-09,2.0706830165655626e-09
16.0,2.0,4.855110042750138e-07,1.2657181527480017e-07,3.185295661054873e-08,4.395503246646728e-09,1.3759114497178376e-09
16.0,3.0,1.8056840909846558e-08,2.3889713316662042e-08,3.5265970869206645e-08,2.693586272685509e-09,1.61933473743939e-09
16.0,4.0,1.6833048017032866e-07,2.2404395080483668e-08,1.8439484551330284e-08,3.2094509262227473e-09,1.3626539105477337e-09
16.0,5.0,8.655859112167329e-07,5.939801376796908e-08,3.444395902082439e-08,6.695859833995405e-09,1.513198178713987e-09
17.0,1.0,3.827534910639959e-06,3.616547884734394e-08,2.4310804240752193e-08,7.81933788337407e-09,1.2356417456329755e-09
17.0,2.0,4.592477040432245e-07,8.01775630874393e-08,1.577084571869735e-08,4.574990091141545e-09,1.3802267465023541e-09
17.0,3.0,8.973927504972728e-08,3.105528257815548e-08,4.685365748166118e-09,4.061479813476604e-09,9.222309429175043e-10
17.0,4.0,4.350155924598277e-07,7.715754118953187e-08,2.0462941496334676e-08,4.826626360606263e-09,1.1469892620428129e-09
17.0,5.0,7.033956893234739e-07,1.187038494206897e-07,2.696272981903348e-08,3.750831554398076e-09,5.012154806750488e-10
18.0,1.0,1.431932900399909e-07,6.505463210770857e-08,1.2936337449536074e-08,4.607993390024563e-09,8.520881701338104e-10
18.0,2.0,1.6313199435339296e-07,6.678373914944253e-08,1.4082240991103822e-08,2.184599474672691e-09,6.24340655376918e-10
18.0,3.0,5.001067569910856e-08,2.6660321056407304e-08,1.3274290753086035e-08,3.200934976329777e-09,5.957762139553722e-10
18.0,4.0,2.772819026958203e-07,9.590970866451978e-08,4.271607050461622e-08,6.376716893705568e-09,1.1737504312776525e-09
18.0,5.0,2.3501196819768931e-07,3.312827713169696e-08,9.349667671508524e-09,3.5476524490269905e-09,7.574332581503549e-10
19.0,1.0,2.0421826866498114e-07,7.650817045900492e-08,1.1457149559036017e-08,2.6338636537308643e-09,9.658734352110866e-10
19.0,2.0,1.4454229532036918e-06,1.4829931056143894e-07,6.548792997935219e-09,3.1549287696323808e-09,1.0358243619370424e-09
19.0,3.0,2.4268839404989036e-07,1.6880262993608343e-08,5.598713408304451e-09,2.2696836572902967e-09,9.99842020159534e-10
19.0,4.0,3.120344542842119e-08,2.310439972294465e-08,1.1584193869273182e-08,4.387871070462576e-09,6.003322638390721e-10
19.0,5.0,2.830532457717446e-07,5.072985354411681e-08,1.5909863300821555e-08,3.185477132345932e-09,5.487140994576979e-10
20.0,1.0,3.7669966794937696e-07,1.0858353588061663e-08,8.526425246815162e-09,2.1032351931256667e-09,5.260206752877097e-10
20.0,2.0,2.206043175016473e-07,2.6788231264761498e-08,1.6293662219119716e-08,2.440996115481123e-09,6.525812021517721e-10
20.0,3.0,6.643215186736403e-08,4.0007106058716406e-08,9.250980957575953e-09,2.2090923028432098e-09,7.23458664701212e-10
20.0,4.0,7.427919412364869e-07,1.2632618719144272e-08,5.471566038348629e-09,5.612503180774789e-09,7.09511724701053e-10
20.0,5.0,2.080984899872297e-07,1.1294611959469674e-07,2.8675786486791978e-08,2.4296867693889915e-09,4.2614549567709734e-10
21.0,1.0,1.5563298454424913e-06,2.077816092603539e-07,2.0209778926946607e-08,3.6022511037817502e-09,1.5680061809539018e-09
21.0,2.0,7.3672403773780475e-06,4.3669596183519684e-08,1.6915708904367843e-08,8.69514545684209e-09,6.043954627207739e-09
21.0,3.0,1.0899906355421982e-06,9.858278285471855e-08,8.863298320558069e-09,6.936235893700917e-09,2.0218812313999068e-09
21.0,4.0,3.1452765088948205e-07,7.364075963964532e-08,1.0863850859985541e-08,6.6566210435896865e-09,2.6012469817659546e-09
21.0,5.0,1.7989430106155274e-06,2.1230279441857078e-08,2.7230166125408905e-08,5.0176060265813646e-09,3.169944240149675e-09
22.0,1.0,1.8138981277459927e-06,9.032872920464594e-08,1.9584603769562105e-08,8.67124201170917e-09,3.9559148923203015e-09
22.0,2.0,1.3612428072544507e-07,6.404120623132595e-08,2.1850234240989108e-08,1.4549893451607264e-08,6.901921006702372e-09
22.0,3.0,4.856110633549747e-07,5.642658023639338e-08,1.0366378862003588e-08,2.5050801439699942e-09,2.0068569940346887e-09
22.0,4.0,3.4349411266023264e-07,8.785723586054534e-08,2.407665119643496e-08,2.7005990928366203e-08,7.441569937141781e-09
22.0,5.0,2.246521555928952e-06,9.844534165869411e-08,5.734415081318694e-09,3.729642121556042e-09,1.563352376804227e-09
23.0,1.0,2.5812445552718483e-07,3.332188004206288e-08,1.0586541767814305e-08,1.064114551321323e-09,7.619587220899269e-10
23.0,2.0,1.7773058714376518e-07,7.468753270279176e-08,7.813562491269773e-09,1.8837447859605946e-09,1.1145643902904246e-09
23.0,3.0,1.5865522814911883e-06,3.8047647006368326e-08,1.6528382074947537e-08,1.8316691188503397e-09,8.342025773552223e-10
23.0,4.0,9.457239608224294e-08,1.9208280784847036e-08,6.080576058557983e-09,4.273166041433443e-09,1.1165030116593202e-09
23.0,5.0,1.4600616696331205e-07,2.2375436137504536e-08,1.6101371721424164e-08,4.720203491405138e-09,1.0349576362828664e-09
24.0,1.0,4.4245385638485346e-08,1.4857898614253489e-08,6.606073353166505e-09,3.525930896866061e-09,1.4084113886308714e-09
24.0,2.0,9.066834779642926e-07,1.693080662898409e-07,3.001691306807045e-08,4.782692622721115e-09,1.1343615976573998e-09
24.0,3.0,2.003169463015217e-06,2.3831276233906388e-07,1.8193322948787865e-08,3.351737526933121e-09,1.3238728187089525e-09
24.0,4.0,7.441104690392672e-07,1.0908680112629839e-07,8.872969874497244e-09,4.388674067560699e-09,1.0030055824151006e-09
24.0,5.0,2.5004335610875133e-07,1.4183920704031506e-08,5.622855834624621e-09,2.048959527498098e-09,7.011755561400202e-10
25.0,1.0,7.819695566872606e-07,5.75514072908963e-08,4.550078164781349e-08,6.580238526149438e-09,1.399548653543502e-09
25.0,2.0,3.6124777666628047e-07,2.7703271755782313e-08,1.522894364926864e-08,4.370597158187726e-09,1.3532724288636587e-09
25.0,3.0,2.4826123239526263e-07,2.6005250173906307e-08,1.554499181891154e-08,3.917232735417866e-09,1.2413805617868048e-09
25.0,4.0,6.502447126850186e-08,2.3837902854506273e-08,2.3971830637188052e-08,2.2923822728278773e-09,1.4562821609504125e-09
25.0,5.0,2.1977802030947955e-07,1.7865522051574012e-08,1.9701795236917472e-08,4.196881411724174e-09,1.3572688063041674e-09
26.0,1.0,2.6058810397854967e-07,3.9071166776755636e-08,2.1187253007697324e-08,3.2866612682025944e-09,1.4929475489151615e-09
26.0,2.0,1.4576812743540842e-06,7.291706888156529e-08,6.9951797363670404e-09,2.537331810216242e-09,9.030761643645026e-10
26.0,3.0,2.4752812249040466e-06,5.712180488387841e-08,1.640780200928036e-08,2.632916463674251e-09,1.2914464519565262e-09
26.0,4.0,2.7814180176919406e-08,2.5607053524669144e-08,1.8333743848106563e-08,1.7966350009498721e-09,1.0810288145203005e-09
26.0,5.0,4.010041965888231e-07,2.220723330955802e-08,8.188710991321972e-09,2.5875828661968664e-09,1.3396215284350197e-09
27.0,1.0,3.2944429648553226e-06,7.457844982570964e-08,2.1730485738820265e-08,7.459090097440301e-09,2.596873996144827e-09
27.0,2.0,1.6593811465281241e-06,5.4480167211444556e-08,3.621662261836207e-08,1.0134205086700174e-08,2.242887620682993e-09
27.0,3.0,2.129502677459044e-06,7.594056864922856e-08,3.259852168222874e-08,8.760739943612853e-09,4.066151594454577e-09
27.0,4.0,2.8811681248168804e-07,3.9949887200272765e-08,8.11767410876287e-09,3.556238828845861e-09,3.436196943586361e-09
27.0,5.0,3.7503763923932007e-07,3.526561618194034e-08,7.0942216120900686e-09,4.837724663531422e-09,2.2849843191482868e-09
28.0,1.0,4.655959209853229e-08,1.3209197238351729e-08,1.4768639393628991e-08,7.494237296322463e-09,1.8354999959860746e-09
28.0,2.0,1.708240137645522e-07,1.4398427135333987e-08,9.047374403025546e-09,5.904999228729368e-09,1.4021525142538152e-09
28.0,3.0,4.191227394870635e-06,2.2814919829824216e-08,1.9064339709907703e-08,5.470054544836684e-09,2.1387794986360923e-09
28.0,4.0,5.82560180442728e-08,1.5009465339673614e-08,3.823716005823422e-08,5.399886365323459e-09,2.4764918724598286e-09
28.0,5.0,1.1313616017297437e-07,2.263821392256081e-08,1.2602450792408848e-08,4.494305303728626e-09,1.218568561850725e-09
29.0,1.0,6.442889218279507e-07,7.572980377799724e-09,2.193389516862574e-08,8.06377706000253e-09,1.2377323300141986e-09
29.0,2.0,2.8114752064916563e-07,1.5433200231982782e-07,1.652284759105461e-08,6.767469758548247e-09,1.724270249833254e-09
29.0,3.0,1.6022681219780475e-06,1.367376181187171e-07,2.2150574420015194e-08,3.827315419566493e-09,1.1400385889930776e-09
29.0,4.0,3.4534515475412783e-07,5.816547088210367e-08,2.2668172745556008e-08,3.0968030835930323e-09,1.3005604154362096e-09
29.0,5.0,4.409808071416262e-07,6.331579714313712e-08,3.748207813119075e-08,6.008404955696636e-09,1.0841096308349403e-09
30.0,1.0,3.792446448058923e-07,4.177823223835213e-08,8.729138061053107e-09,5.119772812069812e-09,1.0475680541403698e-09
30.0,2.0,8.558463038070913e-07,1.1090020428232636e-07,1.2578016158414734e-08,4.930028617788589e-09,1.6391963940124324e-09
30.0,3.0,8.473491545765035e-08,1.94121298433198e-08,1.8608668244731305e-08,2.4833572233723914e-09,7.976522918717302e-10
30.0,4.0,3.0935096133598784e-07,1.154626991400598e-08,1.1233261368533832e-08,3.461739917557249e-09,1.1539728621699634e-09
30.0,5.0,9.900359847743896e-07,3.5935177825019094e-08,1.231519993696295e-08,3.9822691580082576e-09,1.3758183063527258e-09
31.0,1.0,1.098817623473537e-07,1.4440837385001824e-08,1.4933860298201825e-08,2.7331453294434513e-09,1.1576943651483396e-09
31.0,2.0,6.122991194605332e-07,1.0975390835384923e-08,1.5030924181457916e-08,3.5158302232012125e-09,1.0131995043778826e-09
31.0,3.0,9.664797434277337e-07,6.62796444558468e-08,2.3333009359408908e-08,2.913802948776731e-09,1.2944998615726215e-09
31.0,4.0,2.755172933808191e-07,2.0945999370460435e-08,2.847158876447126e-09,2.7471521538686727e-09,9.80359402286161e-10
31.0,5.0,4.318897670718647e-07,7.803188594402785e-08,4.3762974906827377e-08,1.4426454590306607e-08,1.5408463928592436e-08
32.0,1.0,1.0917891130423714e-06,4.458802916059241e-08,1.701011235570664e-08,6.853357712247721e-09,3.6548270812319446e-09
32.0,2.0,5.50942871341174e-07,3.882270713602745e-08,4.29520493757754e-08,2.31484856202233e-08,1.1941396935443007e-08
32.0,3.0,1.4809806769679995e-06,2.5840339482344795e-08,2.980219378849676e-08,1.5451761340045885e-08,4.417715978027565e-09
32.0,4.0,3.6390645891651363e-07,8.312942260303817e-08,7.057205578389338e-08,1.3152334394879868e-08,7.149683998743932e-09
32.0,5.0,1.7295861359749727e-06,6.312766290672045e-08,4.87025896404879e-08,1.4132629151399578e-08,6.943565356704263e-09
33.0,1.0,2.406419774361806e-06,3.47275918966747e-08,9.952819950518066e-09,1.9164337589038136e-09,1.0505095747754434e-09
33.0,2.0,2.2105706806936575e-07,2.1351919665555737e-08,1.4596033368813613e-08,2.449695521282557e-09,1.3007314430075356e-09
33.0,3.0,3.5883622221314652e-06,7.718096569574745e-08,1.110824176948969e-08,4.103624240077361e-09,1.024211996191316e-09
33.0,4.0,4.205097462796648e-06,1.494650343914871e-08,1.0874842029734664e-08,2.7814611580588447e-09,9.308562554997224e-10
33.0,5.0,3.324327528205547e-06,1.1963338788793987e-08,7.3183324444557035e-09,3.087005765270246e-09,1.1070793107459783e-09
34.0,1.0,6.710805944367822e-06,3.3954431451878355e-08,7.937074998163217e-09,1.828588099627646e-09,6.143225357473773e-10
34.0,2.0,1.429659110450592e-06,4.493815207947534e-08,7.211286215660357e-09,2.5791824827807596e-09,5.305924144893816e-10
34.0,3.0,3.0976873988935853e-07,2.0322169161853692e-08,3.756643583562005e-09,2.8849241125126e-09,8.311376600494907e-10
34.0,4.0,3.7280374447979263e-07,3.147411369764175e-08,2.4222225801169282e-08,5.029864279735909e-09,6.675651252847797e-10
34.0,5.0,1.8672893937278133e-06,4.4066979587002094e-08,1.736451736985248e-08,2.0998888462291734e-09,4.60425382149424e-10
35.0,1.0,3.6793032208965385e-06,2.7055324508111104e-08,3.1365523812501784e-08,2.252450610759114e-09,6.7640000336125e-10
35.0,2.0,6.138527495721751e-08,6.253634763019437e-08,5.5641739015348024e-09,2.4191703312607333e-09,8.220521144956237e-10
35.0,3.0,6.040710820493558e-07,8.991000216828235e-08,5.020514263183237e-09,3.182522427942349e-09,8.109120385578629e-10
35.0,4.0,1.0786940420450536e-06,8.238095718987861e-08,2.3247788974901067e-08,2.7742604459280153e-09,7.091799495322957e-10
35.0,5.0,3.958357538231778e-06,2.4900688313504373e-08,8.084249115725868e-09,2.116868543860467e-09,6.623121075993839e-10
36.0,1.0,2.7033776167308293e-06,5.007327354839851e-08,2.763203330224065e-08,4.65892775563137e-09,6.058206698059273e-10
36.0,2.0,5.89376285569403e-07,3.354499926886466e-08,4.78447781237621e-09,5.347619227114887e-09,7.538506553881057e-10
36.0,3.0,7.625935304828314e-07,2.5291445270053348e-08,1.940547129793481e-08,7.403047936316794e-09,5.204601212159521e-10
36.0,4.0,5.069352273622736e-08,4.585154991304974e-08,1.5075388516144472e-08,2.913320988774036e-09,6.017502602233192e-10
36.0,5.0,3.542165108405438e-08,2.7459625898746048e-08,1.4912880760853394e-08,3.253273650232601e-09,8.370420199626182e-10
37.0,1.0,8.758620602054419e-07,1.8865523389349264e-08,1.3855815283173935e-08,2.334062186465668e-09,8.826098541260439e-10
37.0,2.0,3.407969208336776e-07,6.924450688930788e-08,7.963558828415958e-09,2.5869131106600294e-09,6.6865480626983e-10
37.0,3.0,2.1274416546108358e-07,2.8540425093447324e-08,1.2681745448050752e-08,1.2519274011630875e-09,8.451298187277535e-10
37.0,4.0,9.769085758433666e-07,2.0567578468753715e-08,1.6901621958382016e-08,3.5310345532230937e-09,4.894422440222479e-10
37.0,5.0,3.1055974960131233e-06,8.860600114753356e-08,9.404615110921294e-09,2.613384284847691e-09,6.590441573136016e-10
38.0,1.0,1.1966788627418381e-06,4.7443944745233953e-08,1.733840031613894e-08,2.703451756348878e-09,5.038636664587145e-10
38.0,2.0,5.60995781293979e-07,1.1005338623288668e-07,3.757419704185536e-08,1.6717795073504128e-08,4.2222766772338035e-09
38.0,3.0,3.9928763163615743e-07,9.203604913808835e-09,1.354306724571561e-08,2.2016429770169844e-09,9.280350026345456e-10
38.0,4.0,2.295422804994875e-06,6.06584822715932e-08,1.8488652997563585e-08,5.250702895549127e-09,6.893765276977215e-10
38.0,5.0,2.3749800987337513e-06,8.76366111542811e-09,7.219400530462973e-09,1.9068504700908378e-09,8.240745798645616e-10
39.0,1.0,5.31448363807614e-07,9.18995324919455e-08,1.8008559415215304e-08,1.871096576310586e-08,1.1560569962784693e-08
39.0,2.0,1.6460090724644308e-06,2.2045477884808868e-07,2.1684991473606352e-08,3.4634430699967595e-09,1.5441106423641522e-09
39.0,3.0,3.465587517163287e-08,1.26193497115167e-08,1.5836480347223804e-08,2.819725773865874e-09,1.0217856244040336e-09
39.0,4.0,5.005555680366034e-06,5.975367105861757e-08,1.276130015811221e-08,2.0177871827503476e-09,1.390916958641137e-09
39.0,5.0,3.3586445914631247e-07,2.8219652037353196e-08,1.4601860959144798e-08,4.2010646665079945e-09,6.691520965430331e-10
40.0,1.0,5.16085635826623e-07,8.873000804584778e-08,6.029883143569918e-08,4.315956306531284e-09,6.042712486949697e-10
40.0,2.0,2.138520969371456e-06,1.4081399605552856e-08,2.1503056909987105e-08,7.507625869656502e-09,1.5654238155785197e-09
40.0,3.0,6.722405983145441e-07,4.7983496106924145e-08,1.1091314324253841e-08,2.0701597279537103e-09,1.3645698927939306e-09
40.0,4.0,1.8224255772435673e-06,1.5525887326688372e-08,4.264706705912996e-09,5.224348411557659e-09,2.3547978874971923e-09
40.0,5.0,3.857136306021412e-08,2.1108727700234914e-08,5.819709726036355e-09,3.2046064246513507e-09,7.388498884065834e-10
,,1.3779592261893626e-06,1.0825856261772141e-07,2.9200937240508445e-08,7.456197687141632e-09,1.4017899686299511e-09
,,4.903655992836729e-07,8.168521043129605e-08,9.045573308623212e-09,4.809609674435841e-09,1.6777455527072064e-09
,,1.7124587051468051e-07,3.411818293062632e-08,4.434782171208274e-09,6.843749793896283e-09,1.1769525892793078e-09
,,2.391332090022743e-07,2.9384403168491784e-08,7.200451313228887e-09,3.097962886463795e-09,1.1768015215369025e-09
,,2.77511058689734e-06,1.5746645534319148e-08,1.0180499241113372e-08,5.498978932420027e-09,8.618785208143419e-10
,,3.335107579202621e-07,4.287083654645069e-08,7.892909817870064e-09,5.892949560807805e-09,1.3787863767436744e-09
,,6.847960159342274e-07,8.483760592976057e-08,5.808241982012462e-09,4.330541366009058e-09,1.14357578054478e-09
,,1.242292183746994e-07,5.187697616612247e-09,5.863333738448778e-09,5.409262965112925e-09,1.0853177616831914e-09
,,5.803137936993857e-07,1.0388009312452146e-07,1.1957707431754054e-08,2.1806051915011958e-09,8.954942754846951e-10
,,2.6786944078733024e-06,8.941241655608246e-08,2.1424868269103303e-08,4.135184447190352e-09,5.296906843137779e-10
,,2.4706920358892596e-06,5.62768085936362e-08,1.3625326200673139e-08,5.48730972451818e-09,1.2261357176832018e-09
,,2.3488719492485208e-07,2.5165557978131316e-08,8.448078948712245e-09,3.552285100475177e-09,1.235691222370526e-09
,,4.4146927024567756e-07,7.202885064037197e-08,2.319201721960668e-08,4.919043671601308e-09,1.129138315779045e-09
,,1.2216279018947758e-07,9.09072305188899e-09,4.199299777120625e-09,4.192115986506053e-09,1.193675017198206e-09
